Entity,Code,Day,p_proj_all_ages
Puerto Rico,PRI,2022-04-03,19.36
Puerto Rico,PRI,2022-04-10,16.52
Puerto Rico,PRI,2022-04-17,24.19
Qatar,QAT,2020-01-31,-0.36
Qatar,QAT,2020-02-29,7.9
Qatar,QAT,2020-03-31,17.74
Qatar,QAT,2020-04-30,-10.03
Qatar,QAT,2020-05-31,20.63
Qatar,QAT,2020-06-30,66.58
Qatar,QAT,2020-07-31,54.15
Qatar,QAT,2020-08-31,17.88
Qatar,QAT,2020-09-30,19.54
Qatar,QAT,2020-10-31,19.89
Qatar,QAT,2020-11-30,-14.42
Qatar,QAT,2020-12-31,7.86
Qatar,QAT,2021-01-31,10.94
Qatar,QAT,2021-02-28,-2.14
Qatar,QAT,2021-03-31,34.34
Qatar,QAT,2021-04-30,115.97
Qatar,QAT,2021-05-31,39.5
Qatar,QAT,2021-06-30,27.01
Qatar,QAT,2021-07-31,20.88
Qatar,QAT,2021-08-31,25.78
Qatar,QAT,2021-09-30,-6.2
Qatar,QAT,2021-10-31,15.03
Qatar,QAT,2021-11-30,4.26
Qatar,QAT,2021-12-31,8.71
Qatar,QAT,2022-01-31,54.17
Qatar,QAT,2022-02-28,26.53
Qatar,QAT,2022-03-31,21.48
Reunion,REU,2020-01-05,-16.75
Reunion,REU,2020-01-12,-5.04
Reunion,REU,2020-01-19,-9.44
Reunion,REU,2020-01-26,4.43
Reunion,REU,2020-02-02,-13.78
Reunion,REU,2020-02-09,3.45
Reunion,REU,2020-02-16,7.97
Reunion,REU,2020-02-23,-21.03
Reunion,REU,2020-03-01,-23.84
Reunion,REU,2020-03-08,-0.3
Reunion,REU,2020-03-15,-3.32
Reunion,REU,2020-03-22,-2.02
Reunion,REU,2020-03-29,-12.03
Reunion,REU,2020-04-05,0.98
Reunion,REU,2020-04-12,-6.43
Reunion,REU,2020-04-19,5.26
Reunion,REU,2020-04-26,-20.96
Reunion,REU,2020-05-03,10.74
Reunion,REU,2020-05-10,-2.66
Reunion,REU,2020-05-17,-15.24
Reunion,REU,2020-05-24,-7
Reunion,REU,2020-05-31,14.83
Reunion,REU,2020-06-07,7.25
Reunion,REU,2020-06-14,25.65
Reunion,REU,2020-06-21,-3.72
Reunion,REU,2020-06-28,-2.51
Reunion,REU,2020-07-05,-0.71
Reunion,REU,2020-07-12,-7.76
Reunion,REU,2020-07-19,0.92
Reunion,REU,2020-07-26,-1.65
Reunion,REU,2020-08-02,2.18
Reunion,REU,2020-08-09,2.38
Reunion,REU,2020-08-16,23.88
Reunion,REU,2020-08-23,2.9
Reunion,REU,2020-08-30,3.38
Reunion,REU,2020-09-06,5.11
Reunion,REU,2020-09-13,-3.41
Reunion,REU,2020-09-20,2.64
Reunion,REU,2020-09-27,-17.19
Reunion,REU,2020-10-04,7.18
Reunion,REU,2020-10-11,-4.01
Reunion,REU,2020-10-18,-19.07
Reunion,REU,2020-10-25,-15.22
Reunion,REU,2020-11-01,-8.33
Reunion,REU,2020-11-08,-0.84
Reunion,REU,2020-11-15,6.43
Reunion,REU,2020-11-22,8.42
Reunion,REU,2020-11-29,3.38
Reunion,REU,2020-12-06,3.73
Reunion,REU,2020-12-13,-4.71
Reunion,REU,2020-12-20,-2.56
Reunion,REU,2020-12-27,1.98
Reunion,REU,2021-01-03,7.65
Reunion,REU,2021-01-10,-5.03
Reunion,REU,2021-01-17,2.88
Reunion,REU,2021-01-24,0.38
Reunion,REU,2021-01-31,-11.88
Reunion,REU,2021-02-07,-6.55
Reunion,REU,2021-02-14,10.55
Reunion,REU,2021-02-21,-6.86
Reunion,REU,2021-02-28,-1.85
Reunion,REU,2021-03-07,-6.73
Reunion,REU,2021-03-14,16.44
Reunion,REU,2021-03-21,11.62
Reunion,REU,2021-03-28,14.95
Reunion,REU,2021-04-04,-6.68
Reunion,REU,2021-04-11,12.63
Reunion,REU,2021-04-18,15.38
Reunion,REU,2021-04-25,8.22
Reunion,REU,2021-05-02,27.49
Reunion,REU,2021-05-09,8.37
Reunion,REU,2021-05-16,10.91
Reunion,REU,2021-05-23,-11.76
Reunion,REU,2021-05-30,15.62
Reunion,REU,2021-06-06,43.63
Reunion,REU,2021-06-13,25.48
Reunion,REU,2021-06-20,9.76
Reunion,REU,2021-06-27,-6.31
Reunion,REU,2021-07-04,21.16
Reunion,REU,2021-07-11,27.95
Reunion,REU,2021-07-18,-2.14
Reunion,REU,2021-07-25,24.75
Reunion,REU,2021-08-01,-15.96
Reunion,REU,2021-08-08,22.47
Reunion,REU,2021-08-15,8.43
Reunion,REU,2021-08-22,21.36
Reunion,REU,2021-08-29,17.48
Reunion,REU,2021-09-05,0.56
Reunion,REU,2021-09-12,28.4
Reunion,REU,2021-09-19,8.16
Reunion,REU,2021-09-26,-14.45
Reunion,REU,2021-10-03,-4.39
Reunion,REU,2021-10-10,5.16
Reunion,REU,2021-10-17,-3.81
Reunion,REU,2021-10-24,1.45
Reunion,REU,2021-10-31,-4.97
Reunion,REU,2021-11-07,5.65
Reunion,REU,2021-11-14,-11.66
Reunion,REU,2021-11-21,29.86
Reunion,REU,2021-11-28,-11.49
Reunion,REU,2021-12-05,-3.58
Reunion,REU,2021-12-12,6.65
Reunion,REU,2021-12-19,31.63
Reunion,REU,2021-12-26,27.49
Reunion,REU,2022-01-02,9.38
Reunion,REU,2022-01-09,37.93
Reunion,REU,2022-01-16,63.86
Reunion,REU,2022-01-23,62.36
Reunion,REU,2022-01-30,50.19
Reunion,REU,2022-02-06,55.72
Reunion,REU,2022-02-13,61.74
Reunion,REU,2022-02-20,45.99
Reunion,REU,2022-02-27,0.18
Reunion,REU,2022-03-06,25.47
Reunion,REU,2022-03-13,18.1
Reunion,REU,2022-03-20,21.4
Reunion,REU,2022-03-27,6.56
Reunion,REU,2022-04-03,-5.35
Reunion,REU,2022-04-10,20.65
Reunion,REU,2022-04-17,16.23
Romania,ROU,2020-01-05,-9.78
Romania,ROU,2020-01-12,-8.9
Romania,ROU,2020-01-19,-7.29
Romania,ROU,2020-01-26,-7.99
Romania,ROU,2020-02-02,-6.58
Romania,ROU,2020-02-09,-3.04
Romania,ROU,2020-02-16,-4.29
Romania,ROU,2020-02-23,-7.8
Romania,ROU,2020-03-01,-5.53
Romania,ROU,2020-03-08,-6.1
Romania,ROU,2020-03-15,-6.29
Romania,ROU,2020-03-22,-5.95
Romania,ROU,2020-03-29,-2
Romania,ROU,2020-04-05,-0.25
Romania,ROU,2020-04-12,2.52
Romania,ROU,2020-04-19,1.67
Romania,ROU,2020-04-26,3.5
Romania,ROU,2020-05-03,-1.22
Romania,ROU,2020-05-10,2.17
Romania,ROU,2020-05-17,4.65
Romania,ROU,2020-05-24,-2.9
Romania,ROU,2020-05-31,-1.58
Romania,ROU,2020-06-07,5.21
Romania,ROU,2020-06-14,7.94
Romania,ROU,2020-06-21,-2.84
Romania,ROU,2020-06-28,5.18
Romania,ROU,2020-07-05,17.87
Romania,ROU,2020-07-12,8.78
Romania,ROU,2020-07-19,6.92
Romania,ROU,2020-07-26,6.67
Romania,ROU,2020-08-02,18.29
Romania,ROU,2020-08-09,17.68
Romania,ROU,2020-08-16,17.45
Romania,ROU,2020-08-23,18.13
Romania,ROU,2020-08-30,18.66
Romania,ROU,2020-09-06,15.85
Romania,ROU,2020-09-13,15.22
Romania,ROU,2020-09-20,15.4
Romania,ROU,2020-09-27,11.27
Romania,ROU,2020-10-04,11.62
Romania,ROU,2020-10-11,18.55
Romania,ROU,2020-10-18,23.59
Romania,ROU,2020-10-25,31.54
Romania,ROU,2020-11-01,40.09
Romania,ROU,2020-11-08,55.42
Romania,ROU,2020-11-15,60.02
Romania,ROU,2020-11-22,66.11
Romania,ROU,2020-11-29,68.4
Romania,ROU,2020-12-06,66.48
Romania,ROU,2020-12-13,55.4
Romania,ROU,2020-12-20,38.44
Romania,ROU,2020-12-27,34.59
Romania,ROU,2021-01-03,27.74
Romania,ROU,2021-01-10,14.48
Romania,ROU,2021-01-17,10.56
Romania,ROU,2021-01-24,19.33
Romania,ROU,2021-01-31,8.94
Romania,ROU,2021-02-07,8.02
Romania,ROU,2021-02-14,5.95
Romania,ROU,2021-02-21,5.95
Romania,ROU,2021-02-28,5.42
Romania,ROU,2021-03-07,10.36
Romania,ROU,2021-03-14,16.01
Romania,ROU,2021-03-21,25.97
Romania,ROU,2021-03-28,33.31
Romania,ROU,2021-04-04,36.48
Romania,ROU,2021-04-11,38
Romania,ROU,2021-04-18,39.8
Romania,ROU,2021-04-25,34.27
Romania,ROU,2021-05-02,31.82
Romania,ROU,2021-05-09,19.61
Romania,ROU,2021-05-16,18.69
Romania,ROU,2021-05-23,13.7
Romania,ROU,2021-05-30,5.65
Romania,ROU,2021-06-06,4.47
Romania,ROU,2021-06-13,4.23
Romania,ROU,2021-06-20,-1.22
Romania,ROU,2021-06-27,14.64
Romania,ROU,2021-07-04,4.82
Romania,ROU,2021-07-11,4.19
Romania,ROU,2021-07-18,9.61
Romania,ROU,2021-07-25,4.68
Romania,ROU,2021-08-01,7.56
Romania,ROU,2021-08-08,3.14
Romania,ROU,2021-08-15,-0.37
Romania,ROU,2021-08-22,3.79
Romania,ROU,2021-08-29,4.65
Romania,ROU,2021-09-05,6.26
Romania,ROU,2021-09-12,21.52
Romania,ROU,2021-09-19,36.67
Romania,ROU,2021-09-26,44.45
Romania,ROU,2021-10-03,64.25
Romania,ROU,2021-10-10,95.37
Romania,ROU,2021-10-17,120.85
Romania,ROU,2021-10-24,130.82
Romania,ROU,2021-10-31,128.73
Romania,ROU,2021-11-07,115.2
Romania,ROU,2021-11-14,77.89
Romania,ROU,2021-11-21,58.63
Romania,ROU,2021-11-28,37.33
Romania,ROU,2021-12-05,23.13
Romania,ROU,2021-12-12,14.03
Romania,ROU,2021-12-19,8.47
Romania,ROU,2021-12-26,8.31
Romania,ROU,2022-01-02,1.82
Romania,ROU,2022-01-09,-2.75
Romania,ROU,2022-01-16,-2.37
Romania,ROU,2022-01-23,2.21
Romania,ROU,2022-01-30,12.55
Romania,ROU,2022-02-06,26.22
Romania,ROU,2022-02-13,37
Romania,ROU,2022-02-20,34.89
Romania,ROU,2022-02-27,20.97
Romania,ROU,2022-03-06,10.75
Romania,ROU,2022-03-13,7.79
Romania,ROU,2022-03-20,1.53
Romania,ROU,2022-03-27,2.5
Russia,RUS,2020-01-31,-3.33
Russia,RUS,2020-02-29,2.61
Russia,RUS,2020-03-31,-0.59
Russia,RUS,2020-04-30,3.61
Russia,RUS,2020-05-31,15.21
Russia,RUS,2020-06-30,17.02
Russia,RUS,2020-07-31,23.25
Russia,RUS,2020-08-31,14.54
Russia,RUS,2020-09-30,19.24
Russia,RUS,2020-10-31,47.13
Russia,RUS,2020-11-30,64.04
Russia,RUS,2020-12-31,56.3
Russia,RUS,2021-01-31,33.85
Russia,RUS,2021-02-28,22.3
Russia,RUS,2021-03-31,24.64
Russia,RUS,2021-04-30,16.23
Russia,RUS,2021-05-31,9.61
Russia,RUS,2021-06-30,31.13
Russia,RUS,2021-07-31,52.88
Russia,RUS,2021-08-31,50.08
Russia,RUS,2021-09-30,47.78
Russia,RUS,2021-10-31,71.27
Russia,RUS,2021-11-30,87.85
Russia,RUS,2021-12-31,46.93
Russia,RUS,2022-01-31,19.23
Russia,RUS,2022-02-28,37.31
Russia,RUS,2022-03-31,33.04
Saint Kitts and Nevis,KNA,2020-01-31,-16.67
Saint Kitts and Nevis,KNA,2020-02-29,-2.52
Saint Kitts and Nevis,KNA,2020-03-31,-1.73
Saint Kitts and Nevis,KNA,2020-04-30,-12.34
Saint Kitts and Nevis,KNA,2020-05-31,35.66
Saint Kitts and Nevis,KNA,2020-06-30,33.09
Saint Kitts and Nevis,KNA,2020-07-31,20.25
Saint Kitts and Nevis,KNA,2020-08-31,-9.09
Saint Kitts and Nevis,KNA,2020-09-30,-12.91
Saint Kitts and Nevis,KNA,2020-10-31,9.32
Saint Kitts and Nevis,KNA,2020-11-30,0.81
Saint Kitts and Nevis,KNA,2020-12-31,8.11
San Marino,SMR,2020-01-31,-5.74
San Marino,SMR,2020-02-29,14.04
San Marino,SMR,2020-03-31,129.36
San Marino,SMR,2020-04-30,33.62
San Marino,SMR,2020-05-31,20.19
San Marino,SMR,2020-06-30,31.82
San Marino,SMR,2020-07-31,22.45
San Marino,SMR,2020-08-31,0
San Marino,SMR,2020-09-30,-11.76
San Marino,SMR,2020-10-31,26.26
San Marino,SMR,2020-11-30,20.37
San Marino,SMR,2020-12-31,104.55
San Marino,SMR,2021-01-31,-10.57
San Marino,SMR,2021-02-28,39.13
San Marino,SMR,2021-03-31,63.64
San Marino,SMR,2021-04-30,19.66
San Marino,SMR,2021-05-31,0
San Marino,SMR,2021-06-30,-9.91
San Marino,SMR,2021-07-31,21.21
San Marino,SMR,2021-08-31,3.77
San Marino,SMR,2021-09-30,11.65
San Marino,SMR,2021-10-31,30
San Marino,SMR,2021-11-30,5.5
San Marino,SMR,2021-12-31,57.66
San Marino,SMR,2022-01-31,33.06
San Marino,SMR,2022-02-28,-5.17
San Marino,SMR,2022-03-31,-14.41
Serbia,SRB,2020-01-31,-4.86
Serbia,SRB,2020-02-29,0.86
Serbia,SRB,2020-03-31,-1.02
Serbia,SRB,2020-04-30,2.99
Serbia,SRB,2020-05-31,6.09
Serbia,SRB,2020-06-30,8.37
Serbia,SRB,2020-07-31,27.07
Serbia,SRB,2020-08-31,12.97
Serbia,SRB,2020-09-30,10.41
Serbia,SRB,2020-10-31,-0.57
Serbia,SRB,2020-11-30,33.15
Serbia,SRB,2020-12-31,95.79
Serbia,SRB,2021-01-31,0.54
Serbia,SRB,2021-02-28,11.75
Serbia,SRB,2021-03-31,42.12
Serbia,SRB,2021-04-30,51.71
Serbia,SRB,2021-05-31,30.29
Serbia,SRB,2021-06-30,18.9
Serbia,SRB,2021-07-31,7.12
Serbia,SRB,2021-08-31,9.74
Serbia,SRB,2021-09-30,50.57
Serbia,SRB,2021-10-31,75.2
Serbia,SRB,2021-11-30,86.41
Serbia,SRB,2021-12-31,40.75
Serbia,SRB,2022-01-31,10.28
Serbia,SRB,2022-02-28,44.42
Serbia,SRB,2022-03-31,23.86
Seychelles,SYC,2020-01-31,-4.69
Seychelles,SYC,2020-02-29,-7.01
Seychelles,SYC,2020-03-31,-17.63
Seychelles,SYC,2020-04-30,-18.73
Seychelles,SYC,2020-05-31,-41.43
Seychelles,SYC,2020-06-30,-25.93
Seychelles,SYC,2020-07-31,-20.68
Seychelles,SYC,2020-08-31,-26.04
Seychelles,SYC,2020-09-30,-17.18
Seychelles,SYC,2020-10-31,-43.72
Seychelles,SYC,2020-11-30,-9.84
Seychelles,SYC,2020-12-31,-8.83
Seychelles,SYC,2021-01-31,-1.85
Seychelles,SYC,2021-02-28,15.21
Seychelles,SYC,2021-03-31,3.79
Seychelles,SYC,2021-04-30,-15.66
Seychelles,SYC,2021-05-31,26.21
Seychelles,SYC,2021-06-30,49.38
Seychelles,SYC,2021-07-31,34.8
Seychelles,SYC,2021-08-31,-5.31
Seychelles,SYC,2021-09-30,6.98
Seychelles,SYC,2021-10-31,-8.28
Seychelles,SYC,2021-11-30,-21.65
Seychelles,SYC,2021-12-31,3.73
Singapore,SGP,2020-01-31,10.8
Singapore,SGP,2020-02-29,3.68
Singapore,SGP,2020-03-31,0.5
Singapore,SGP,2020-04-30,7.22
Singapore,SGP,2020-05-31,-1.42
Singapore,SGP,2020-06-30,-6.07
Singapore,SGP,2020-07-31,-8.68
Singapore,SGP,2020-08-31,-0.76
Singapore,SGP,2020-09-30,1.34
Singapore,SGP,2020-10-31,-4.43
Singapore,SGP,2020-11-30,0.75
Singapore,SGP,2020-12-31,-0.79
Singapore,SGP,2021-01-31,-2.92
Singapore,SGP,2021-02-28,1.53
Singapore,SGP,2021-03-31,0.13
Singapore,SGP,2021-04-30,6.14
Singapore,SGP,2021-05-31,1.75
Singapore,SGP,2021-06-30,1.16
Singapore,SGP,2021-07-31,1.67
Singapore,SGP,2021-08-31,2.55
Singapore,SGP,2021-09-30,10.32
Singapore,SGP,2021-10-31,31.45
Singapore,SGP,2021-11-30,30.6
Singapore,SGP,2021-12-31,10.31
Slovakia,SVK,2020-01-05,-1.44
Slovakia,SVK,2020-01-12,-4.62
Slovakia,SVK,2020-01-19,-9.87
Slovakia,SVK,2020-01-26,-5
Slovakia,SVK,2020-02-02,-5.46
Slovakia,SVK,2020-02-09,-8.12
Slovakia,SVK,2020-02-16,-1.03
Slovakia,SVK,2020-02-23,-8.95
Slovakia,SVK,2020-03-01,-3.72
Slovakia,SVK,2020-03-08,-1.76
Slovakia,SVK,2020-03-15,1.38
Slovakia,SVK,2020-03-22,9.43
Slovakia,SVK,2020-03-29,-0.22
Slovakia,SVK,2020-04-05,5.89
Slovakia,SVK,2020-04-12,-4.52
Slovakia,SVK,2020-04-19,-5.22
Slovakia,SVK,2020-04-26,-3.62
Slovakia,SVK,2020-05-03,-1.43
Slovakia,SVK,2020-05-10,4.76
Slovakia,SVK,2020-05-17,3.15
Slovakia,SVK,2020-05-24,-1.29
Slovakia,SVK,2020-05-31,-4.75
Slovakia,SVK,2020-06-07,3.87
Slovakia,SVK,2020-06-14,0.4
Slovakia,SVK,2020-06-21,-6.36
Slovakia,SVK,2020-06-28,0.59
Slovakia,SVK,2020-07-05,4.21
Slovakia,SVK,2020-07-12,2.76
Slovakia,SVK,2020-07-19,-0.56
Slovakia,SVK,2020-07-26,-6.93
Slovakia,SVK,2020-08-02,0.42
Slovakia,SVK,2020-08-09,9.9
Slovakia,SVK,2020-08-16,-0.28
Slovakia,SVK,2020-08-23,2.16
Slovakia,SVK,2020-08-30,6.66
Slovakia,SVK,2020-09-06,1.95
Slovakia,SVK,2020-09-13,8.33
Slovakia,SVK,2020-09-20,-2.04
Slovakia,SVK,2020-09-27,4.61
Slovakia,SVK,2020-10-04,14.15
Slovakia,SVK,2020-10-11,8.37
Slovakia,SVK,2020-10-18,18.59
Slovakia,SVK,2020-10-25,29.45
Slovakia,SVK,2020-11-01,35.56
Slovakia,SVK,2020-11-08,42.04
Slovakia,SVK,2020-11-15,39.63
Slovakia,SVK,2020-11-22,35.3
Slovakia,SVK,2020-11-29,40.66
Slovakia,SVK,2020-12-06,48.61
Slovakia,SVK,2020-12-13,52.78
Slovakia,SVK,2020-12-20,48
Slovakia,SVK,2020-12-27,63.34
Slovakia,SVK,2021-01-03,86.85
Slovakia,SVK,2021-01-10,79.25
Slovakia,SVK,2021-01-17,82.5
Slovakia,SVK,2021-01-24,65.34
Slovakia,SVK,2021-01-31,68.89
Slovakia,SVK,2021-02-07,61.86
Slovakia,SVK,2021-02-14,73.42
Slovakia,SVK,2021-02-21,68.12
Slovakia,SVK,2021-02-28,64.05
Slovakia,SVK,2021-03-07,55.98
Slovakia,SVK,2021-03-14,54.73
Slovakia,SVK,2021-03-21,51.3
Slovakia,SVK,2021-03-28,45.8
Slovakia,SVK,2021-04-04,38.66
Slovakia,SVK,2021-04-11,30.35
Slovakia,SVK,2021-04-18,24.41
Slovakia,SVK,2021-04-25,23.89
Slovakia,SVK,2021-05-02,14.83
Slovakia,SVK,2021-05-09,14.93
Slovakia,SVK,2021-05-16,17.17
Slovakia,SVK,2021-05-23,5.07
Slovakia,SVK,2021-05-30,-0.54
Slovakia,SVK,2021-06-06,4.25
Slovakia,SVK,2021-06-13,7.67
Slovakia,SVK,2021-06-20,7.07
Slovakia,SVK,2021-06-27,13.33
Slovakia,SVK,2021-07-04,3.73
Slovakia,SVK,2021-07-11,4.66
Slovakia,SVK,2021-07-18,5.31
Slovakia,SVK,2021-07-25,-6.18
Slovakia,SVK,2021-08-01,-0.29
Slovakia,SVK,2021-08-08,-3.01
Slovakia,SVK,2021-08-15,0.33
Slovakia,SVK,2021-08-22,4.51
Slovakia,SVK,2021-08-29,-5.14
Slovakia,SVK,2021-09-05,3.66
Slovakia,SVK,2021-09-12,9.33
Slovakia,SVK,2021-09-19,19.43
Slovakia,SVK,2021-09-26,17.18
Slovakia,SVK,2021-10-03,10.54
Slovakia,SVK,2021-10-10,21.89
Slovakia,SVK,2021-10-17,21.41
Slovakia,SVK,2021-10-24,28.71
Slovakia,SVK,2021-10-31,46.85
Slovakia,SVK,2021-11-07,49.54
Slovakia,SVK,2021-11-14,65.29
Slovakia,SVK,2021-11-21,83.17
Slovakia,SVK,2021-11-28,89.46
Slovakia,SVK,2021-12-05,89.4
Slovakia,SVK,2021-12-12,93.02
Slovakia,SVK,2021-12-19,72.66
Slovakia,SVK,2021-12-26,45.94
Slovakia,SVK,2022-01-02,35.16
Slovakia,SVK,2022-01-09,20.39
Slovakia,SVK,2022-01-16,8.23
Slovakia,SVK,2022-01-23,0.23
Slovakia,SVK,2022-01-30,-0.31
Slovakia,SVK,2022-02-06,1.29
Slovakia,SVK,2022-02-13,0.53
Slovakia,SVK,2022-02-20,13.15
Slovakia,SVK,2022-02-27,9.25
Slovakia,SVK,2022-03-06,13.44
Slovakia,SVK,2022-03-13,14.93
Slovakia,SVK,2022-03-20,19.82
Slovakia,SVK,2022-03-27,15.26
Slovenia,SVN,2020-01-05,-7.75
Slovenia,SVN,2020-01-12,-9.34
Slovenia,SVN,2020-01-19,-10.32
Slovenia,SVN,2020-01-26,-6.97
Slovenia,SVN,2020-02-02,-5.01
Slovenia,SVN,2020-02-09,-5.01
Slovenia,SVN,2020-02-16,5.53
Slovenia,SVN,2020-02-23,-5.59
Slovenia,SVN,2020-03-01,-8.94
Slovenia,SVN,2020-03-08,0.54
Slovenia,SVN,2020-03-15,-3.55
Slovenia,SVN,2020-03-22,2.52
Slovenia,SVN,2020-03-29,-11.14
Slovenia,SVN,2020-04-05,-7.73
Slovenia,SVN,2020-04-12,10.85
Slovenia,SVN,2020-04-19,4.87
Slovenia,SVN,2020-04-26,-0.33
Slovenia,SVN,2020-05-03,-5.8
Slovenia,SVN,2020-05-10,1.79
Slovenia,SVN,2020-05-17,-3.93
Slovenia,SVN,2020-05-24,10.26
Slovenia,SVN,2020-05-31,-9.17
Slovenia,SVN,2020-06-07,-4.19
Slovenia,SVN,2020-06-14,6.71
Slovenia,SVN,2020-06-21,4.15
Slovenia,SVN,2020-06-28,20.39
Slovenia,SVN,2020-07-05,0.84
Slovenia,SVN,2020-07-12,-8.3
Slovenia,SVN,2020-07-19,-4.37
Slovenia,SVN,2020-07-26,-3.02
Slovenia,SVN,2020-08-02,7.41
Slovenia,SVN,2020-08-09,1.84
Slovenia,SVN,2020-08-16,6.96
Slovenia,SVN,2020-08-23,-5.34
Slovenia,SVN,2020-08-30,-8.51
Slovenia,SVN,2020-09-06,5.99
Slovenia,SVN,2020-09-13,5.67
Slovenia,SVN,2020-09-20,12.3
Slovenia,SVN,2020-09-27,-2.77
Slovenia,SVN,2020-10-04,5.89
Slovenia,SVN,2020-10-11,4.93
Slovenia,SVN,2020-10-18,14.4
Slovenia,SVN,2020-10-25,29.7
Slovenia,SVN,2020-11-01,54.26
Slovenia,SVN,2020-11-08,61.28
Slovenia,SVN,2020-11-15,83.42
Slovenia,SVN,2020-11-22,89.43
Slovenia,SVN,2020-11-29,105.13
Slovenia,SVN,2020-12-06,93.06
Slovenia,SVN,2020-12-13,86.27
Slovenia,SVN,2020-12-20,70.59
Slovenia,SVN,2020-12-27,61.75
Slovenia,SVN,2021-01-03,55.39
Slovenia,SVN,2021-01-10,31.12
Slovenia,SVN,2021-01-17,31.51
Slovenia,SVN,2021-01-24,21.88
Slovenia,SVN,2021-01-31,6.95
Slovenia,SVN,2021-02-07,4.01
Slovenia,SVN,2021-02-14,-9.07
Slovenia,SVN,2021-02-21,-11.1
Slovenia,SVN,2021-02-28,-0.36
Slovenia,SVN,2021-03-07,-7.51
Slovenia,SVN,2021-03-14,3.44
Slovenia,SVN,2021-03-21,-3.65
Slovenia,SVN,2021-03-28,-3.6
Slovenia,SVN,2021-04-04,-1.24
Slovenia,SVN,2021-04-11,-3.5
Slovenia,SVN,2021-04-18,8.76
Slovenia,SVN,2021-04-25,9.46
Slovenia,SVN,2021-05-02,-4
Slovenia,SVN,2021-05-09,1.7
Slovenia,SVN,2021-05-16,5.83
Slovenia,SVN,2021-05-23,9.09
Slovenia,SVN,2021-05-30,4.87
Slovenia,SVN,2021-06-06,11.72
Slovenia,SVN,2021-06-13,5.84
Slovenia,SVN,2021-06-20,10.37
Slovenia,SVN,2021-06-27,4.21
Slovenia,SVN,2021-07-04,10.33
Slovenia,SVN,2021-07-11,-8.46
Slovenia,SVN,2021-07-18,-8.09
Slovenia,SVN,2021-07-25,-12.26
Slovenia,SVN,2021-08-01,-4.18
Slovenia,SVN,2021-08-08,-10.93
Slovenia,SVN,2021-08-15,-4.59
Slovenia,SVN,2021-08-22,-12.42
Slovenia,SVN,2021-08-29,-13.38
Slovenia,SVN,2021-09-05,4.43
Slovenia,SVN,2021-09-12,17.33
Slovenia,SVN,2021-09-19,7.04
Slovenia,SVN,2021-09-26,10.67
Slovenia,SVN,2021-10-03,17.17
Slovenia,SVN,2021-10-10,4.65
Slovenia,SVN,2021-10-17,13.22
Slovenia,SVN,2021-10-24,20.74
Slovenia,SVN,2021-10-31,16.49
Slovenia,SVN,2021-11-07,39.64
Slovenia,SVN,2021-11-14,49.43
Slovenia,SVN,2021-11-21,44.05
Slovenia,SVN,2021-11-28,38.8
Slovenia,SVN,2021-12-05,50.76
Slovenia,SVN,2021-12-12,25.86
Slovenia,SVN,2021-12-19,17.51
Slovenia,SVN,2021-12-26,12.73
Slovenia,SVN,2022-01-02,15
Slovenia,SVN,2022-01-09,1.4
Slovenia,SVN,2022-01-16,2.48
Slovenia,SVN,2022-01-23,-6.69
Slovenia,SVN,2022-01-30,-4.48
Slovenia,SVN,2022-02-06,13.85
Slovenia,SVN,2022-02-13,11.85
Slovenia,SVN,2022-02-20,15.49
Slovenia,SVN,2022-02-27,-3
Slovenia,SVN,2022-03-06,0.31
Slovenia,SVN,2022-03-13,9.98
Slovenia,SVN,2022-03-20,-0.93
Slovenia,SVN,2022-03-27,-3.01
Slovenia,SVN,2022-04-03,-3.82
Slovenia,SVN,2022-04-10,-1.25
Slovenia,SVN,2022-04-17,2.63
South Africa,ZAF,2020-01-05,2.67
South Africa,ZAF,2020-01-12,4.5
South Africa,ZAF,2020-01-19,2.33
South Africa,ZAF,2020-01-26,-3.04
South Africa,ZAF,2020-02-02,2.09
South Africa,ZAF,2020-02-09,8.13
South Africa,ZAF,2020-02-16,3.11
South Africa,ZAF,2020-02-23,4.03
South Africa,ZAF,2020-03-01,-4.02
South Africa,ZAF,2020-03-08,5.35
South Africa,ZAF,2020-03-15,3.08
South Africa,ZAF,2020-03-22,1.22
South Africa,ZAF,2020-03-29,-3.74
South Africa,ZAF,2020-04-05,-9.24
South Africa,ZAF,2020-04-12,-7.04
South Africa,ZAF,2020-04-19,-8.19
South Africa,ZAF,2020-04-26,-12.53
South Africa,ZAF,2020-05-03,-16.68
South Africa,ZAF,2020-05-10,-12.09
South Africa,ZAF,2020-05-17,-11.51
South Africa,ZAF,2020-05-24,-8.51
South Africa,ZAF,2020-05-31,-9.4
South Africa,ZAF,2020-06-07,-8.51
South Africa,ZAF,2020-06-14,-4.32
South Africa,ZAF,2020-06-21,9.4
South Africa,ZAF,2020-06-28,13.85
South Africa,ZAF,2020-07-05,20.18
South Africa,ZAF,2020-07-12,37.72
South Africa,ZAF,2020-07-19,53.79
South Africa,ZAF,2020-07-26,56.76
South Africa,ZAF,2020-08-02,41.38
South Africa,ZAF,2020-08-09,29.86
South Africa,ZAF,2020-08-16,19.69
South Africa,ZAF,2020-08-23,18.65
South Africa,ZAF,2020-08-30,10.88
South Africa,ZAF,2020-09-06,6.41
South Africa,ZAF,2020-09-13,3.01
